imdb_ids,Act_Adven_West,Mus_Bio_His_War_Doc,Sh_Ani_Fam,Fant_SF,Mys_Cri_Hor_Thr,Romance,Drama,Comedy,Other
1124061,0,1,0,0,0,0,0,1,0.0
64939,1,0,0,0,1,0,1,0,0.0
71437,1,0,0,0,0,0,0,1,0.0
414243,0,0,1,0,0,1,0,1,0.0
76416,0,0,1,0,0,0,0,0,0.0
824383,1,0,1,0,0,0,0,1,0.0
194946,1,1,0,0,0,0,1,0,0.0
194948,1,1,0,0,0,0,1,0,0.0
1039638,0,1,0,0,0,0,0,0,0.0
244955,0,1,0,0,0,0,0,0,0.0
54164,0,0,0,0,1,0,1,0,0.0
43340,0,0,0,0,1,0,1,0,1.0
50487,0,0,0,0,0,0,1,0,0.0
26970,0,0,0,1,0,0,1,0,0.0
106856,0,0,0,0,1,0,1,0,0.0
1487120,0,1,1,0,0,0,0,0,0.0
106417,1,0,1,1,0,1,1,1,0.0
50490,1,1,0,0,0,0,1,0,0.0
52191,1,0,0,0,0,1,0,1,0.0
51196,0,0,0,0,0,1,1,1,0.0
47112,0,0,0,0,1,0,1,0,0.0
71654,0,0,0,0,1,0,0,0,0.0
99832,0,0,0,0,1,0,1,0,0.0
30947,0,1,0,0,0,0,0,1,0.0
112438,0,0,0,0,1,0,1,0,0.0
1049415,0,1,0,0,0,0,0,0,1.0
996972,1,1,1,0,0,0,0,0,0.0
1467304,0,0,0,0,1,0,0,0,0.0
974961,0,1,0,0,0,0,0,0,0.0
83465,0,1,0,0,0,1,1,1,0.0
1219836,0,0,0,1,1,1,1,0,0.0
300523,1,0,0,0,1,0,0,0,0.0
47102,0,0,0,0,1,0,1,0,0.0
45902,0,0,0,0,1,0,1,0,1.0
83567,0,1,0,0,0,0,1,0,0.0
90565,0,0,0,0,0,1,1,1,0.0
39478,1,0,0,0,1,0,0,1,0.0
47190,0,0,0,0,1,0,1,0,1.0
45911,0,0,0,0,1,1,1,0,0.0
1332015,0,1,1,0,0,0,1,0,0.0
57542,0,1,1,0,0,0,0,1,0.0
1934255,0,0,1,0,0,0,0,0,0.0
189072,0,0,1,1,1,0,0,1,0.0
25037,0,0,0,1,0,1,1,0,0.0
52634,0,0,0,0,1,0,1,0,0.0
1154152,0,1,0,0,0,1,1,0,0.0
1403983,1,0,1,0,0,0,0,1,0.0
1192613,1,0,0,0,1,0,0,0,0.0
163526,0,1,0,0,0,0,0,0,0.0
1393020,0,1,0,0,0,0,1,0,1.0
113633,1,0,0,0,1,0,1,0,0.0
86907,0,1,0,0,0,0,0,0,0.0
413635,0,0,0,0,0,1,1,1,1.0
273467,0,0,1,0,0,0,0,0,0.0
1974377,0,1,0,0,0,0,0,1,0.0
896869,0,1,0,0,0,0,0,0,0.0
51201,0,0,0,0,1,0,1,0,0.0
75995,0,0,0,0,1,0,1,0,0.0
1394383,0,1,0,0,0,0,0,0,0.0
105481,0,0,0,0,0,1,1,1,0.0
104014,0,0,0,0,0,0,1,1,0.0
177677,0,0,0,0,0,0,0,1,0.0
209053,0,1,0,0,0,0,0,0,0.0
831848,0,0,1,0,0,0,0,1,0.0
1135992,0,0,0,0,0,1,1,0,0.0
467004,0,0,0,0,0,0,1,0,0.0
1434449,0,0,0,0,0,0,0,1,0.0
42286,1,0,0,0,0,1,1,0,0.0
226737,0,0,0,0,1,0,1,0,0.0
40835,1,0,0,0,1,1,0,0,0.0
292520,0,0,1,0,0,0,0,1,0.0
37751,0,0,0,0,1,0,0,0,0.0
816238,0,1,0,0,0,0,0,1,0.0
190524,1,0,0,1,1,0,1,0,0.0
118664,1,0,1,1,0,0,0,0,0.0
63970,1,1,0,0,0,1,0,0,0.0
903660,0,1,0,0,0,0,0,0,0.0
375048,1,0,1,1,0,0,0,0,0.0
1345450,1,0,1,1,1,0,1,0,1.0
42229,1,1,0,0,0,1,1,0,0.0
51704,0,0,0,0,0,0,1,1,0.0
1339043,0,1,0,0,0,0,0,0,0.0
225836,0,0,0,0,0,1,1,0,0.0
1179074,0,1,0,0,0,0,0,0,1.0
46034,0,0,0,0,1,0,1,0,1.0
56219,0,0,0,0,1,1,0,1,0.0
110892,0,1,0,0,1,1,1,1,0.0
495026,0,0,0,0,0,0,1,0,0.0
312633,1,0,1,0,0,0,0,1,0.0
1235800,0,1,0,0,0,0,0,0,0.0
397338,0,0,0,0,0,0,0,0,0.0
1244118,0,0,0,0,0,0,0,0,0.0
1475389,0,0,0,0,0,0,0,0,0.0
1504346,0,0,0,0,0,0,0,0,0.0
59232,1,0,0,0,0,1,1,0,0.0
1556117,0,0,0,0,0,0,0,0,0.0
1600029,0,0,0,0,0,0,0,0,0.0
46425,1,0,0,0,0,0,1,0,0.0
1601210,0,0,0,0,0,0,0,0,0.0
122529,0,0,0,0,0,0,1,1,0.0
46928,0,0,0,0,1,0,1,0,0.0
488400,0,0,0,0,0,0,0,1,0.0
1039651,1,0,1,0,0,0,0,0,0.0
1523402,0,0,0,0,0,0,1,0,0.0
50890,0,0,0,0,1,0,1,0,0.0
816462,1,0,0,1,0,0,0,0,0.0
1018820,0,0,0,0,1,0,1,0,0.0
120690,0,0,0,0,1,0,1,0,0.0
113637,0,1,0,0,0,1,1,0,0.0
99121,0,1,0,0,0,0,0,0,0.0
88876,0,0,0,0,0,0,1,1,0.0
51776,0,1,0,0,0,0,1,0,0.0
828151,0,1,1,0,0,0,1,0,0.0
75082,1,0,0,0,1,0,0,0,0.0
49629,0,0,0,0,1,0,1,0,0.0
47348,0,0,0,0,1,0,0,0,0.0
1451623,0,0,0,0,0,0,1,1,0.0
284409,0,1,0,0,0,0,0,0,0.0
442424,0,1,0,0,0,0,0,0,0.0
145597,0,1,0,0,0,0,0,0,0.0
41269,0,0,0,0,1,0,1,0,1.0
42529,0,0,0,0,1,0,1,0,1.0
82570,0,0,1,1,0,0,0,1,0.0
368441,1,0,1,0,0,0,0,1,0.0
1279168,0,0,1,0,1,0,0,1,1.0
878654,0,0,0,0,1,0,0,0,0.0
460975,0,0,0,1,0,0,0,0,0.0
1132171,0,0,0,0,1,0,1,0,0.0
75111,0,0,0,0,0,0,1,0,0.0
1355599,1,1,0,1,0,0,0,1,0.0
75165,0,0,0,0,0,1,1,1,0.0
41870,0,0,0,0,0,0,1,0,0.0
1202203,0,1,0,0,0,0,0,0,0.0
138541,0,0,0,0,1,0,1,0,0.0
119467,0,0,0,0,1,0,1,0,0.0
368298,0,1,0,1,0,0,0,1,0.0
92137,0,1,0,0,0,0,0,0,0.0
1512894,0,0,0,0,0,0,1,0,0.0
98484,1,1,1,0,0,0,1,0,1.0
104139,0,0,0,0,1,0,1,1,0.0
1035733,0,0,0,0,0,0,1,1,1.0
139615,0,0,0,0,0,0,1,0,0.0
951335,0,0,0,0,1,0,0,0,0.0
165494,0,0,0,0,0,0,0,1,0.0
965490,0,0,0,0,0,0,0,1,0.0
248194,1,1,0,0,0,0,0,0,0.0
126213,0,0,0,0,1,0,1,0,0.0
42748,0,0,1,0,0,0,0,0,0.0
54817,0,1,0,0,1,0,1,0,0.0
1074194,0,1,0,0,0,0,0,0,0.0
129377,1,0,1,0,0,0,1,0,0.0
15552,0,0,1,0,0,0,0,1,0.0
74383,1,0,0,0,1,0,0,0,0.0
1370212,0,0,0,0,0,0,1,0,0.0
1312137,0,1,0,0,0,0,1,0,0.0
289424,0,0,0,0,1,0,0,0,0.0
89206,1,0,1,1,1,0,1,0,0.0
297814,1,1,0,0,0,0,0,0,0.0
1851974,0,1,0,0,0,0,0,0,0.0
78919,1,0,0,0,0,0,0,1,0.0
301245,0,0,0,0,0,1,1,0,0.0
83107,0,1,0,0,1,0,1,1,0.0
118686,0,0,0,0,0,1,1,0,1.0
117284,0,0,0,0,1,0,0,1,0.0
109474,0,1,0,0,0,0,0,0,0.0
75263,1,0,0,0,1,0,1,0,0.0
71762,0,1,1,1,0,0,0,0,0.0
48037,0,0,0,0,1,0,1,1,0.0
1348318,0,0,0,0,0,1,1,0,1.0
810990,0,0,0,1,0,0,1,1,0.0
139362,0,0,0,0,0,1,1,0,0.0
1318037,0,0,0,0,1,0,0,1,0.0
95515,0,1,0,0,0,0,0,0,0.0
71120,0,0,0,0,1,0,0,0,0.0
1167638,1,0,0,0,1,0,0,0,0.0
1562884,1,1,0,0,0,0,0,0,1.0
29322,0,0,0,0,0,1,1,1,0.0
1003412,0,1,0,0,0,0,0,0,0.0
118976,0,0,0,1,0,0,0,1,1.0
114732,0,0,0,0,0,0,0,1,0.0
1391143,0,0,0,0,1,0,1,0,0.0
1532382,1,0,0,1,0,0,1,0,0.0
112503,0,0,0,0,0,0,0,1,0.0
109374,0,0,0,0,1,1,1,0,0.0
1662534,1,0,0,1,0,0,1,0,0.0
1438486,1,0,0,0,1,1,1,1,1.0
78199,0,0,0,0,0,1,1,1,0.0
126698,1,0,0,0,0,0,0,0,0.0
56633,0,0,0,0,1,0,0,0,1.0
1265961,0,0,0,0,1,0,0,0,0.0
1285245,1,0,0,0,0,0,1,0,1.0
1472039,0,1,1,0,0,0,0,0,0.0
42182,0,0,0,0,0,1,0,1,0.0
27247,0,0,0,0,0,1,1,0,0.0
116014,1,0,0,1,1,1,0,1,0.0
108289,0,0,0,0,0,1,1,1,0.0
1523372,0,0,0,0,1,0,1,0,0.0
441674,0,1,0,1,0,1,1,1,0.0
1172996,0,0,0,0,0,1,1,1,0.0
353525,0,0,0,0,0,0,1,0,0.0
26778,0,1,0,0,0,0,0,1,0.0
73109,0,1,0,0,0,0,1,0,0.0
41502,1,0,0,0,1,0,1,0,1.0
87527,0,0,0,0,1,0,0,1,0.0
269410,0,0,0,0,1,0,0,1,0.0
1198101,1,0,0,0,1,1,1,0,0.0
1132580,0,1,0,0,0,0,0,0,0.0
186407,0,0,0,0,0,0,0,1,1.0
1331323,1,0,0,1,0,0,0,0,0.0
292886,1,0,0,0,0,0,1,1,0.0
76327,0,0,0,0,1,1,1,0,0.0
104006,0,0,0,0,1,0,1,0,0.0
1534023,0,1,0,0,0,0,1,0,1.0
82034,0,0,0,0,0,0,0,1,0.0
79839,0,0,0,0,0,0,0,1,0.0
83680,0,0,0,0,0,0,0,1,0.0
99545,0,0,0,0,0,0,0,1,0.0
1282036,1,0,1,0,1,0,0,1,0.0
480001,0,0,1,0,0,0,1,0,0.0
1067071,0,0,0,0,1,0,0,0,0.0
1404401,1,1,0,0,0,0,1,1,0.0
414224,0,1,0,0,0,0,0,1,0.0
309917,0,0,0,0,0,0,0,1,0.0
1584845,1,0,1,0,0,0,0,1,0.0
1425253,0,0,0,0,1,0,0,0,0.0
1043651,1,0,0,1,1,0,0,0,0.0
101692,0,0,0,0,1,0,1,1,0.0
1473074,0,0,0,0,0,0,1,1,0.0
1013743,1,0,0,0,0,1,0,1,0.0
80707,1,0,0,0,1,0,1,0,0.0
1499354,0,0,0,0,0,0,1,0,0.0
969276,0,0,0,0,0,0,1,0,0.0
1313158,0,0,0,0,0,0,0,0,0.0
1156143,0,0,0,0,0,1,1,0,0.0
902249,0,0,0,0,0,1,0,1,0.0
1328865,1,0,0,1,0,1,0,0,0.0
1345525,1,0,0,0,1,0,0,0,1.0
1620549,1,0,0,1,0,0,0,0,0.0
157160,0,0,0,0,0,0,1,1,0.0
1313876,0,0,0,0,1,0,0,0,0.0
99188,0,0,0,0,1,1,0,0,0.0
1560677,0,1,0,0,0,0,0,0,0.0
66372,1,1,0,0,0,0,1,0,1.0
249356,0,0,0,0,0,0,0,1,0.0
75888,0,0,0,1,1,0,0,0,0.0
74769,0,0,0,0,1,0,1,0,0.0
1183276,1,0,0,0,1,0,0,0,0.0
377031,0,1,0,0,0,0,0,0,0.0
59309,0,1,0,0,0,0,1,0,0.0
219374,0,1,0,0,1,1,1,1,0.0
79437,0,0,0,0,1,1,0,0,0.0
479760,0,1,0,0,1,0,1,0,0.0
46365,0,1,1,0,0,0,0,0,0.0
220451,0,0,0,0,1,0,0,0,0.0
1470023,1,0,0,0,0,1,0,1,0.0
82498,0,0,0,0,1,0,1,0,0.0
78330,0,0,0,0,1,0,0,0,0.0
57697,1,0,0,0,1,0,1,0,1.0
1609168,0,0,0,0,0,1,1,0,0.0
319754,0,1,0,0,0,1,1,0,0.0
307466,1,0,0,0,1,1,1,0,0.0
371954,1,0,0,1,1,0,0,1,0.0
265625,0,0,0,0,0,0,1,1,0.0
366721,0,1,0,0,0,1,1,0,0.0
892112,0,1,0,0,0,0,0,0,0.0
299937,0,0,0,0,0,0,1,1,0.0
61976,1,0,0,0,1,0,0,0,0.0
1521846,0,0,0,0,1,0,0,0,0.0
57180,1,0,1,0,0,0,1,0,0.0
827181,1,0,0,0,1,0,1,0,0.0
381980,1,0,0,0,1,0,0,0,0.0
425295,0,0,0,0,0,0,1,1,0.0
429018,0,0,0,0,0,0,0,1,0.0
168631,0,0,0,0,1,0,0,0,0.0
372594,1,0,0,0,1,0,0,1,0.0
59049,0,0,0,0,0,0,0,1,0.0
847154,0,0,0,0,0,0,1,0,0.0
872202,1,1,0,0,1,0,1,0,1.0
402141,0,0,0,0,0,1,0,1,0.0
150918,0,0,0,0,0,0,0,1,0.0
479046,1,1,0,0,0,1,1,0,1.0
1244666,1,1,0,1,0,0,1,1,0.0
460845,0,0,0,0,0,1,1,0,0.0
875025,0,0,0,0,1,0,0,1,0.0
69521,0,0,0,0,0,0,1,1,0.0
119522,0,0,0,0,1,0,1,0,0.0
401808,0,0,0,0,0,1,1,0,1.0
78089,1,0,0,1,1,0,1,0,0.0
399738,0,0,0,0,0,1,1,0,1.0
31002,0,0,0,0,0,0,1,1,0.0
73349,1,1,0,0,0,1,1,0,0.0
1182350,0,0,0,0,0,1,1,1,0.0
124836,1,0,0,0,1,0,0,0,1.0
69336,1,0,0,0,0,0,1,0,0.0
70801,1,0,0,0,0,0,0,0,0.0
819722,0,1,0,0,0,0,0,0,0.0
38700,0,0,0,0,0,0,1,0,1.0
98300,0,0,0,0,0,1,1,1,0.0
492890,1,0,1,0,0,0,1,0,0.0
443072,0,0,0,0,0,0,1,0,0.0
488174,0,0,0,0,1,0,1,0,0.0
496386,0,0,1,0,0,0,1,0,1.0
48174,0,0,0,0,0,0,1,0,0.0
213065,0,1,1,1,0,0,0,1,0.0
1161408,1,0,0,0,1,0,1,1,1.0
1322312,0,0,0,0,0,1,1,1,0.0
23382,0,0,0,0,0,1,1,0,0.0
1048164,1,0,1,0,0,0,0,1,0.0
79488,1,0,0,0,1,0,1,0,0.0
314693,0,0,0,0,0,0,1,0,0.0
113783,0,0,0,0,0,0,0,1,1.0
72825,0,0,0,0,0,0,0,1,0.0
1407061,0,0,0,0,0,1,1,1,1.0
818125,0,0,1,0,0,0,0,0,0.0
71930,1,0,0,0,0,0,1,0,0.0
1176933,0,0,0,0,0,1,0,1,0.0
73694,1,0,0,0,0,0,1,0,1.0
26934,0,0,0,0,0,0,1,0,0.0
42333,0,0,0,0,1,0,1,0,1.0
1773368,0,1,0,0,0,0,0,0,0.0
120331,1,0,0,1,1,0,1,0,0.0
115506,1,0,0,1,0,0,1,0,0.0
1436475,0,1,0,0,0,0,0,0,0.0
1074641,0,0,0,0,1,0,0,0,1.0
186417,0,0,0,0,0,0,0,1,0.0
1265994,0,0,0,0,1,0,0,0,1.0
59076,0,0,0,1,1,0,1,0,0.0
414545,0,1,0,0,0,0,0,0,0.0
111804,0,1,0,0,0,0,0,1,0.0
976087,0,1,0,0,0,0,0,0,0.0
902275,0,0,0,0,1,0,1,0,0.0
258550,1,1,1,0,0,0,0,1,0.0
859760,1,0,0,0,1,0,0,1,1.0
983213,0,0,1,0,0,1,1,0,0.0
105197,0,0,0,0,0,0,1,1,0.0
291035,0,0,0,0,1,1,0,0,0.0
253594,0,1,0,0,0,0,0,1,0.0
87835,0,0,0,1,0,0,0,1,0.0
72198,1,0,0,0,0,0,1,0,0.0
169993,0,0,0,0,0,0,0,1,1.0
120353,1,0,0,0,1,0,1,0,0.0
68748,1,0,0,1,0,0,0,0,0.0
1407078,1,0,0,0,1,0,0,0,0.0
879870,0,0,0,0,0,1,1,0,0.0
1494804,0,1,0,0,0,0,0,0,0.0
1156072,0,0,0,0,0,0,0,1,0.0
815904,0,1,0,0,0,0,0,0,0.0
1556633,0,0,0,0,0,0,0,1,0.0
93970,0,1,0,0,0,0,0,0,0.0
1601188,0,0,1,0,1,0,0,0,0.0
1663942,0,1,0,0,0,0,0,0,0.0
285104,1,0,1,0,1,1,0,0,0.0
117781,0,0,0,0,1,0,1,0,0.0
1584933,0,1,0,0,0,0,0,1,0.0
176943,1,0,0,0,1,0,1,0,0.0
195855,0,0,0,0,0,0,1,1,0.0
57706,1,0,0,0,0,0,1,0,0.0
79018,1,0,0,0,0,0,1,0,0.0
1400492,1,1,0,0,0,0,0,0,0.0
52416,1,0,0,0,1,0,1,0,0.0
363814,0,1,0,0,0,0,0,1,0.0
291348,0,0,0,0,0,0,0,1,0.0
84935,1,0,0,1,0,0,0,0,0.0
1579540,1,0,0,0,1,1,1,0,0.0
297980,0,1,0,0,0,0,0,0,0.0
2292707,1,1,0,0,1,0,0,0,0.0
200280,0,0,0,1,0,0,0,1,0.0
1560131,0,0,0,0,0,0,0,1,0.0
1156466,1,0,0,0,1,0,1,0,1.0
80725,0,0,1,1,0,0,0,1,0.0
1372301,0,0,1,1,1,0,1,0,0.0
102426,0,1,0,0,0,1,1,1,0.0
1608768,0,0,0,0,1,0,1,0,0.0
51173,0,0,0,0,1,0,0,0,0.0
51174,0,0,0,1,1,0,0,0,0.0
49931,1,0,0,0,0,0,0,0,0.0
59895,1,0,0,1,0,0,0,0,0.0
76902,1,0,0,1,0,0,0,0,0.0
84018,0,0,0,0,0,0,0,1,0.0
35706,0,0,0,0,1,0,0,0,1.0
119368,1,1,0,0,1,0,1,0,0.0
135007,0,0,0,0,0,0,0,1,0.0
83871,0,0,0,0,0,0,0,1,1.0
85478,0,0,0,0,0,1,1,1,0.0
372311,1,0,0,0,1,0,1,0,0.0
79738,0,0,0,0,1,0,0,1,0.0
288623,0,0,0,0,0,0,1,1,0.0
301359,0,1,0,0,0,0,1,0,0.0
258242,0,0,0,0,0,1,1,0,0.0
768116,0,0,1,0,0,0,1,1,0.0
72594,0,0,0,0,0,0,1,1,0.0
403645,0,1,0,0,0,0,1,0,0.0
1240982,1,0,0,1,0,0,0,1,0.0
1464174,1,0,0,0,1,0,0,1,0.0
34488,0,0,0,0,0,0,0,1,0.0
1588875,0,0,0,0,1,0,1,0,0.0
1227796,0,0,0,0,1,0,1,0,0.0
486138,0,0,0,0,0,0,0,1,0.0
402912,0,0,0,0,0,0,1,1,0.0
78673,1,1,1,1,1,0,0,1,0.0
430457,0,0,0,0,1,0,1,0,0.0
791635,0,0,0,0,0,0,1,1,0.0
1477055,0,0,0,0,0,0,1,1,0.0
34546,1,0,0,0,1,0,0,1,0.0
806668,0,1,0,0,0,0,0,0,1.0
466174,1,0,0,1,0,1,1,0,0.0
1721110,1,0,1,0,0,0,0,0,0.0
1569498,0,0,0,0,0,0,0,1,0.0
1399103,1,0,0,1,0,0,0,0,0.0
52233,0,1,0,0,0,0,0,1,1.0
1375670,0,0,0,0,0,0,0,1,0.0
115899,0,0,0,0,0,1,1,1,1.0
40590,0,0,0,0,1,0,1,1,1.0
312862,0,0,0,0,0,0,0,1,1.0
1596722,0,0,0,0,0,0,0,1,0.0
348853,0,0,0,0,0,1,1,0,0.0
57530,0,0,0,0,0,0,0,1,0.0
85198,0,1,0,0,0,0,1,0,0.0
47298,0,0,0,0,0,0,0,1,0.0
60857,0,0,0,0,0,0,0,1,0.0
46464,0,0,0,0,0,0,0,1,0.0
49906,0,0,0,0,0,0,0,1,0.0
268531,0,0,1,0,0,0,0,0,0.0
878100,0,0,1,0,0,0,0,0,0.0
72855,1,0,0,0,1,0,1,0,0.0
41847,0,0,0,0,1,0,1,0,1.0
166556,1,0,0,0,0,0,0,1,0.0
431764,0,0,0,0,0,0,0,1,0.0
1092634,0,0,0,0,1,1,1,0,0.0
1010271,0,0,0,0,1,0,0,0,0.0
112387,0,0,0,0,1,0,1,0,0.0
45230,0,0,0,0,1,0,1,0,1.0
58123,0,0,0,0,1,1,1,0,0.0
63051,0,0,1,0,0,0,1,0,0.0
933877,0,1,0,0,0,0,0,0,0.0
51055,0,0,0,0,0,0,1,0,0.0
1469284,0,1,0,0,0,0,0,1,0.0
78913,0,0,0,0,1,0,0,1,0.0
1210532,0,1,0,0,0,0,0,1,0.0
1059233,0,0,0,0,0,0,1,0,0.0
21668,0,0,0,0,1,0,1,1,0.0
28707,0,0,0,0,1,0,0,1,0.0
32325,1,0,0,0,1,0,1,1,0.0
33519,0,0,0,0,1,0,1,1,0.0
33458,0,0,0,0,1,0,1,1,0.0
36706,0,0,0,0,1,0,0,1,0.0
39912,0,0,0,0,1,0,0,1,0.0
386603,0,0,0,0,0,1,1,1,0.0
1485750,0,0,0,0,0,0,1,0,0.0
1280501,0,0,0,0,0,0,1,0,1.0
216620,0,0,0,0,1,0,1,0,0.0
108435,0,0,0,0,0,0,1,1,0.0
119910,0,0,0,0,0,1,1,1,0.0
281919,0,0,0,1,1,0,0,0,0.0
174255,0,0,0,0,0,1,0,1,1.0
342853,0,0,1,0,0,0,0,0,0.0
1221927,0,0,0,0,1,0,0,0,0.0
117359,0,0,0,0,0,0,1,0,1.0
182338,0,0,0,0,0,1,1,1,0.0
198481,0,0,0,0,0,0,0,1,0.0
74520,0,0,0,0,0,0,0,1,0.0
9899,0,0,1,0,0,0,0,1,0.0
371405,0,0,0,0,0,1,1,1,0.0
106291,0,0,0,0,0,0,0,1,0.0
848599,0,1,0,0,0,0,0,0,0.0
1590950,1,1,0,0,1,0,1,0,0.0
1379177,0,0,0,0,1,0,1,0,0.0
1233301,1,1,0,0,0,1,0,0,0.0
100842,0,0,0,0,0,1,1,1,0.0
1254249,0,0,0,0,1,1,0,0,1.0
1254717,0,1,0,0,0,0,0,0,0.0
337717,0,0,0,0,1,0,0,0,0.0
98563,0,0,1,0,0,0,0,0,0.0
466405,0,0,1,1,1,0,1,1,0.0
1049402,0,1,0,0,0,1,1,0,0.0
1498870,0,0,0,0,0,0,0,1,0.0
1155076,1,0,1,0,0,0,1,0,1.0
376988,0,1,1,0,0,0,0,0,0.0
1125194,0,1,0,0,0,0,0,1,0.0
101772,1,1,0,0,0,0,1,0,0.0
16583,0,0,1,0,0,0,0,1,0.0
15560,0,0,1,0,0,0,0,1,0.0
16594,0,0,1,0,0,0,0,0,0.0
1317478,1,0,1,0,0,0,0,1,0.0
1172066,0,0,0,0,0,0,1,1,0.0
358647,0,1,0,0,0,0,0,0,0.0
73635,0,1,0,0,0,1,1,0,0.0
95288,0,1,0,0,0,1,0,1,0.0
120856,1,0,1,1,0,0,0,0,0.0
119125,0,0,0,0,0,1,1,0,0.0
197154,1,0,0,1,1,0,1,1,0.0
1721500,0,0,0,0,0,0,0,0,1.0
1219817,0,0,0,1,1,1,0,1,0.0
807943,0,0,0,0,0,0,0,1,0.0
357567,0,1,0,0,0,0,0,0,0.0
101655,0,1,0,0,0,0,0,0,0.0
933357,0,0,1,0,0,1,0,0,0.0
123802,0,1,0,0,1,0,0,0,0.0
131130,1,0,0,0,1,0,0,0,0.0
54671,0,1,0,0,0,0,1,0,0.0
52135,1,0,0,0,0,1,0,0,0.0
28345,1,0,0,0,0,0,0,0,0.0
23038,1,0,0,0,1,0,1,0,0.0
53445,1,0,0,0,0,1,0,0,0.0
64300,1,0,0,0,0,0,0,0,0.0
45357,0,0,0,0,0,0,0,1,0.0
383678,0,0,0,0,0,0,0,1,0.0
890535,0,1,0,0,0,0,0,0,0.0
43899,0,0,0,1,1,1,1,0,0.0
454854,0,1,0,0,0,0,0,0,0.0
97904,0,0,0,0,1,1,1,0,0.0
1245742,0,0,0,0,0,0,0,1,0.0
36922,0,1,0,0,0,1,0,1,0.0
80468,0,0,0,1,0,0,1,0,0.0
1502397,1,0,0,0,1,0,0,1,0.0
49109,1,0,0,0,0,1,1,0,0.0
33587,1,0,0,0,0,0,0,0,0.0
30170,0,0,0,0,0,0,1,0,0.0
15693,0,0,0,0,0,1,1,0,0.0
30657,0,1,1,0,0,0,1,1,0.0
206113,1,0,0,0,0,0,1,0,1.0
28505,0,0,0,0,0,1,1,1,0.0
52218,0,0,0,0,0,1,1,0,0.0
36384,0,1,0,0,0,1,0,1,0.0
330536,1,0,0,0,1,0,1,0,1.0
5339,0,0,0,0,0,0,1,0,0.0
78444,0,0,0,0,0,1,1,1,0.0
44413,1,0,0,0,0,1,0,0,0.0
119867,0,1,0,0,0,0,1,0,0.0
1320261,1,0,1,1,0,0,0,1,0.0
1078891,0,1,0,0,0,0,0,0,0.0
107247,0,0,0,0,0,0,1,0,0.0
55139,0,0,0,1,1,0,0,0,1.0
42707,0,0,0,0,1,0,1,0,1.0
1396221,0,0,0,1,1,1,1,0,0.0
29898,1,0,1,0,1,0,1,0,0.0
398286,1,1,1,1,0,1,0,1,0.0
82775,1,0,0,0,0,0,1,0,0.0
69005,0,0,0,1,1,0,0,0,0.0
1603808,0,0,0,0,1,0,1,0,0.0
42539,1,1,0,0,0,0,1,0,0.0
33868,0,0,0,0,0,0,0,1,0.0
9356,0,0,0,0,0,1,1,0,0.0
81150,0,0,0,0,0,0,1,1,0.0
61093,0,0,0,0,0,1,0,1,0.0
55230,0,0,0,0,1,0,0,0,0.0
125968,0,0,0,0,0,0,0,1,0.0
1337057,1,0,0,0,1,0,1,0,0.0
73820,0,0,0,0,1,0,0,0,0.0
444608,0,1,0,0,0,0,0,0,0.0
488873,0,1,0,0,0,0,0,0,0.0
13055,0,0,1,0,0,0,0,1,0.0
41246,1,0,0,0,1,1,1,0,0.0
373915,0,0,0,0,0,0,0,1,0.0
466450,0,0,0,0,0,0,0,1,0.0
9123,0,0,1,0,0,0,0,1,0.0
253828,0,1,0,0,0,0,0,1,0.0
60884,1,0,0,0,0,1,1,0,0.0
57251,0,0,0,0,0,0,1,1,0.0
38321,1,0,0,0,0,0,0,0,0.0
41423,0,0,0,0,0,0,0,1,0.0
12253,0,0,1,0,0,0,0,1,0.0
446082,0,0,0,0,0,0,0,1,0.0
133930,1,1,1,1,0,0,0,0,0.0
76893,1,0,1,0,0,0,0,0,0.0
1240902,0,1,1,0,0,0,0,0,0.0
458449,0,0,0,0,0,1,1,1,1.0
443567,1,0,0,1,1,0,1,0,0.0
1274419,0,0,0,0,1,0,0,0,0.0
53746,0,0,0,0,0,1,1,0,0.0
175876,0,0,0,0,0,0,0,1,0.0
808486,0,0,0,0,0,1,1,0,0.0
76446,0,0,0,0,0,0,1,0,0.0
470864,0,0,0,0,1,0,1,0,0.0
493949,1,0,1,1,0,0,0,1,0.0
352875,0,0,1,0,0,0,0,1,0.0
1263778,0,0,0,0,0,0,1,1,0.0
446442,0,0,0,0,1,0,1,0,0.0
1139282,0,0,0,0,1,0,1,0,0.0
1512893,0,0,1,0,0,0,0,1,0.0
1050170,0,0,0,0,1,0,1,0,0.0
109593,0,0,0,0,0,1,1,0,0.0
84923,0,0,0,0,0,0,0,1,0.0
1269706,0,0,0,0,1,0,1,0,0.0
1322354,1,0,0,0,1,0,0,1,0.0
33676,0,1,0,0,0,1,0,1,0.0
1481562,0,1,0,0,0,0,1,0,1.0
53176,0,0,0,0,1,0,1,0,0.0
87806,1,0,0,0,0,0,1,0,0.0
119723,0,0,0,0,0,1,1,0,0.0
420333,0,0,0,0,0,0,1,0,0.0
91534,0,0,0,0,0,1,0,1,0.0
92710,0,0,0,0,1,0,0,1,0.0
85756,0,0,0,0,0,0,0,1,0.0
1326954,0,1,0,0,0,0,0,1,1.0
1062961,0,0,0,0,0,0,0,1,0.0
1264103,0,1,0,0,0,0,0,1,0.0
1344726,0,0,0,0,0,0,0,1,0.0
