,Act_Adven_West,Mus_Bio_His_War_Doc,Sh_Ani_Fam,Fant_SF,Mys_Cri_Hor_Thr,Romance,Drama,Comedy
212872,0,1,0,0,0,0,1,0
1575672,1,0,0,0,0,0,0,0
117873,0,1,0,0,0,0,0,0
202456,0,1,0,0,0,0,0,0
494290,0,1,1,0,0,1,1,0
432034,0,0,0,0,0,1,0,1
204693,0,0,0,0,0,0,0,1
1326158,0,1,0,0,0,0,0,0
32209,1,1,0,0,1,0,1,1
55318,1,0,0,0,0,0,0,0
1150934,1,0,0,1,1,0,0,0
274541,1,0,0,0,1,0,0,1
109440,0,0,0,0,0,0,0,1
1320320,0,1,0,0,0,0,1,0
1202233,0,1,0,0,0,0,0,0
420560,0,0,0,0,0,1,0,1
103786,0,0,1,0,0,0,1,1
31536,0,0,0,0,1,1,1,0
395796,0,1,0,0,0,0,0,0
104850,1,0,0,1,1,1,1,1
301167,1,0,1,1,1,0,1,1
770810,0,0,0,0,0,0,1,0
792983,0,1,0,0,0,0,0,0
428608,0,0,0,0,0,0,1,0
63803,0,0,0,0,0,1,1,0
19558,0,0,0,0,0,0,1,0
251179,0,0,0,0,0,0,0,1
43014,0,0,0,0,0,1,1,0
463998,0,1,0,0,1,0,1,0
252889,1,0,0,0,1,0,0,0
61107,0,0,0,0,1,0,0,0
87799,1,0,0,1,1,0,0,1
117202,0,0,0,0,1,0,1,0
102614,1,0,0,0,1,0,1,0
1166092,0,0,0,0,0,0,1,1
112556,0,0,0,0,0,0,0,1
810868,0,0,0,0,0,0,1,1
362387,0,0,0,0,1,0,1,1
83170,1,0,0,0,0,0,1,1
1093369,0,0,0,0,1,0,0,0
1403846,0,0,0,0,1,0,1,0
225917,0,0,1,0,0,1,1,1
77645,1,0,0,0,1,0,0,0
1320236,1,0,0,1,1,0,0,0
52078,0,0,0,0,0,0,0,1
65794,1,0,1,1,1,0,1,0
1528718,1,0,0,0,1,0,0,0
433457,0,1,0,0,0,0,0,0
23940,0,0,0,0,0,1,0,1
478724,0,0,0,0,0,1,0,1
102655,1,0,0,0,1,0,1,0
20531,0,0,1,0,0,0,0,1
483607,1,0,0,1,1,0,0,0
382263,0,0,0,0,1,0,0,0
53447,0,0,1,0,0,0,0,1
2207026,0,1,0,0,0,0,0,0
41613,0,0,0,0,0,0,0,1
468795,0,1,0,0,0,0,1,1
1110630,1,0,1,0,0,0,0,0
1230150,0,0,0,0,0,1,1,1
1513185,0,1,0,0,0,0,1,0
1262141,0,0,0,0,0,1,1,1
377031,0,1,0,0,0,0,0,0
1937092,0,0,0,0,1,1,1,1
2025510,0,0,0,0,0,0,1,0
1397175,0,0,0,0,0,0,0,0
114279,0,1,0,0,0,0,1,0
482201,0,0,0,0,0,0,0,1
222293,0,0,0,1,1,0,1,0
44954,1,0,0,0,1,0,1,0
1621014,0,0,0,0,0,0,1,0
1398941,1,0,1,1,0,0,1,0
43434,1,0,0,0,1,0,0,0
182666,1,0,0,0,0,0,1,0
886458,0,0,1,0,0,0,0,0
150789,0,0,0,0,0,0,1,0
844794,0,0,0,0,0,1,1,0
92105,0,0,0,0,1,0,0,1
399163,0,1,0,0,0,0,0,0
295278,0,1,0,0,0,0,0,0
64839,0,0,0,0,0,0,1,0
196216,1,0,0,0,1,0,0,1
39666,0,0,0,0,0,0,1,0
1405401,0,1,0,0,0,0,0,0
414243,0,0,1,0,0,1,0,1
210333,1,1,0,0,1,0,0,0
1512161,0,1,0,0,0,1,0,1
1305839,0,1,0,0,0,0,0,0
445736,0,0,0,0,0,0,1,1
162023,0,0,1,1,0,1,1,1
400426,1,0,0,1,1,0,0,0
1776033,0,0,0,0,0,1,1,0
1634138,0,1,0,0,0,0,0,0
90888,0,1,0,0,1,1,1,0
1234654,0,0,0,0,0,1,1,1
290244,0,0,1,0,1,0,0,1
105001,0,0,0,0,1,0,1,1
198481,0,0,0,0,0,0,0,1
129805,0,0,1,1,0,0,0,0
1316041,0,0,0,0,1,0,0,0
268288,0,0,1,0,0,1,0,0
814077,0,0,0,0,1,0,0,1
110907,0,0,0,0,0,0,1,1
1773741,0,0,0,0,1,0,0,0
82522,0,0,0,0,1,0,0,0
36677,1,1,0,0,0,1,1,0
11652,0,0,0,0,0,0,1,1
41387,0,1,1,1,0,0,1,1
1032815,0,0,0,0,0,1,0,1
128801,0,0,1,0,1,0,0,1
384212,0,0,0,0,0,0,1,0
442663,0,1,0,0,0,0,0,1
41361,1,1,0,0,0,1,0,0
1492723,0,0,0,0,1,0,1,0
82449,0,0,0,0,1,0,1,0
251127,0,0,0,0,0,1,0,1
246677,0,0,0,0,1,1,1,0
420318,0,0,0,0,0,0,1,1
2375045,0,0,0,0,1,0,0,1
488032,0,0,0,0,0,0,1,0
67109,0,0,0,0,1,0,1,1
347458,0,0,1,0,0,0,0,0
1766120,0,0,0,0,0,0,1,0
92575,0,0,0,0,1,0,0,0
1314659,0,0,0,0,0,1,1,1
442947,0,1,1,0,0,0,0,0
1091722,0,0,0,0,0,1,1,1
89961,1,0,1,1,0,0,0,1
978981,0,1,0,1,0,1,1,0
114862,0,0,0,0,0,0,0,1
1397514,1,0,1,1,0,0,0,1
892047,0,0,0,0,1,0,0,0
387037,0,0,0,0,0,1,1,0
100076,0,0,1,0,0,0,0,0
436370,1,0,1,1,1,0,0,0
47349,0,0,0,0,0,1,0,1
35745,0,1,0,0,0,0,0,0
383373,0,0,0,0,0,0,1,0
90579,0,0,0,0,0,0,0,1
860465,0,0,0,0,0,0,1,0
877597,0,0,0,0,1,0,1,0
309048,0,0,0,0,0,0,0,0
38286,0,0,1,0,0,0,0,1
386005,1,0,0,0,1,0,1,0
2316673,0,0,0,0,0,1,0,1
302309,0,0,0,0,1,1,1,0
77743,0,0,1,0,0,0,1,0
758771,1,0,0,0,1,0,1,0
83511,1,0,0,0,1,0,1,1
465903,0,0,0,0,0,0,1,0
1082577,1,0,0,0,1,0,1,0
76319,0,1,0,0,0,1,0,1
1814946,0,0,1,0,1,0,0,0
65874,0,0,0,0,0,0,1,0
70633,0,0,0,0,1,0,0,0
88993,0,0,0,1,1,0,0,0
1059238,0,1,0,0,0,0,0,0
112895,0,0,0,0,0,1,0,1
1298643,0,0,0,0,1,0,0,0
1510113,0,1,0,0,0,0,1,0
398259,0,0,1,0,0,0,0,1
763831,0,0,0,0,0,0,1,1
860462,1,0,0,0,0,0,0,0
1590950,1,1,0,0,1,0,1,0
175880,0,0,0,0,0,0,1,0
455929,0,0,0,0,0,1,1,1
1426374,0,1,0,0,0,0,1,0
300274,0,1,0,0,0,0,0,1
95795,0,0,0,0,1,1,1,0
57318,0,1,0,0,1,0,0,0
177507,0,0,0,0,0,0,1,1
1822363,1,0,0,0,1,0,0,0
69895,1,0,0,1,1,0,1,0
172995,0,0,0,0,0,0,0,1
1445206,0,1,0,0,0,0,0,0
24028,0,1,0,0,0,1,0,1
431071,0,0,0,0,0,1,1,0
386862,0,0,0,0,0,0,1,0
136242,1,0,0,0,0,0,1,0
1448588,0,0,0,0,0,0,0,0
326905,1,1,0,0,0,0,1,0
1688649,0,1,0,0,0,0,1,0
1153100,1,0,0,0,1,0,0,0
1411704,1,0,1,1,0,0,0,1
996389,0,0,0,0,0,1,1,0
91507,0,0,0,0,0,1,1,0
66857,1,0,0,0,0,0,0,0
59613,0,0,1,0,0,0,0,1
382691,0,0,0,0,0,0,1,0
177933,0,1,1,0,0,0,0,0
2087951,1,1,0,0,0,0,0,0
84272,0,0,0,0,1,0,0,0
1407239,0,0,0,0,0,0,0,0
322659,0,0,0,1,0,0,1,0
152158,0,0,1,0,1,0,0,1
1417097,0,0,0,0,0,0,1,0
82962,0,0,0,0,0,0,0,1
115885,0,0,0,0,1,0,0,0
60986,1,0,1,0,0,0,0,0
429277,0,0,0,0,1,0,0,0
396112,0,1,0,0,0,0,1,0
480968,0,0,0,0,0,0,0,0
66479,1,0,0,0,0,0,0,1
107625,0,0,0,0,0,0,0,1
95626,1,0,0,0,1,0,0,0
74511,0,0,1,0,1,0,0,1
245530,0,0,0,0,0,0,0,1
1433540,1,0,1,1,0,0,0,1
454839,0,0,0,0,1,0,0,0
47871,0,0,0,0,0,1,0,1
1103192,0,0,0,0,1,0,1,0
977667,0,1,0,0,0,0,0,0
428672,0,0,0,0,0,0,1,0
247648,0,1,0,0,0,0,0,0
77941,0,1,0,0,0,0,1,0
72782,0,0,0,0,0,0,1,0
266408,1,0,0,0,1,0,0,0
428663,0,0,0,0,0,0,0,1
1226334,0,0,0,0,0,0,1,0
2025506,1,0,0,0,1,0,1,0
77294,1,0,0,1,1,0,1,0
492473,0,0,0,0,0,0,1,1
99445,0,0,0,1,1,0,1,0
1424797,0,0,0,0,0,1,1,0
1478291,1,0,1,0,0,0,0,1
458469,0,1,0,0,0,0,1,0
118787,1,0,1,0,0,0,1,1
62271,0,0,0,0,0,0,0,1
367088,1,0,1,0,0,0,0,1
91607,1,0,0,0,0,0,1,1
62671,0,0,0,0,1,0,1,1
1679583,1,0,1,1,0,0,0,0
1479668,0,0,0,0,0,0,1,1
78876,0,1,0,0,0,0,1,0
1273241,1,0,0,0,1,0,1,0
76217,0,0,1,0,0,1,0,1
384923,1,0,1,0,0,0,0,0
76722,0,0,0,0,1,0,0,0
117132,0,1,0,0,1,0,1,0
79484,1,0,0,0,0,0,1,0
56255,0,0,1,0,0,0,0,1
331851,0,0,1,0,0,1,1,0
1238302,0,0,0,0,1,0,0,0
99938,0,0,0,0,0,0,0,1
324572,0,0,1,0,0,0,0,0
41515,0,1,0,0,0,1,0,1
179063,1,0,0,0,1,0,1,0
57970,0,0,0,1,1,0,0,0
90601,1,0,0,1,0,0,0,1
1444261,0,0,0,0,1,0,0,1
86944,0,1,1,0,0,0,0,1
1528312,1,0,0,0,1,0,1,0
75859,1,0,0,1,0,0,1,0
21156,0,0,0,0,0,1,1,0
87273,1,0,1,0,0,0,0,0
91293,1,0,0,0,1,0,0,1
74589,1,0,0,0,0,0,1,1
79513,0,0,0,0,0,0,0,1
430768,0,0,0,0,0,1,1,0
126253,1,0,0,0,1,0,0,0
407908,0,0,0,0,0,0,0,1
1795046,0,1,0,0,0,0,0,0
83686,0,0,0,0,0,1,1,1
34182,1,0,0,0,0,1,1,0
323551,1,1,0,0,1,0,1,1
300523,1,0,0,0,1,0,0,0
74751,1,0,0,1,1,0,1,0
1398029,0,0,0,0,0,0,1,0
94101,0,0,0,0,0,0,0,1
138541,0,0,0,0,1,0,1,0
165525,0,0,0,0,0,0,0,1
202473,0,0,0,0,0,0,0,1
1848824,0,0,0,0,1,0,0,0
368891,1,0,1,0,1,0,0,0
817498,0,1,0,0,0,0,0,0
62259,0,0,0,0,1,0,0,0
270891,0,0,0,0,0,1,0,1
1073123,0,0,0,0,1,0,1,0
302596,0,1,1,0,0,0,0,1
113281,0,1,0,0,0,0,1,0
375021,0,0,0,0,0,1,1,1
322023,0,0,0,0,0,0,0,1
93779,1,0,1,1,0,1,0,1
385890,0,0,0,0,0,0,0,1
412808,0,0,0,0,0,0,1,0
42060,0,1,0,0,0,0,0,1
148573,0,0,0,0,1,0,1,0
36049,0,0,0,0,0,0,0,1
91495,0,0,0,0,1,0,1,0
201634,0,0,0,0,0,0,1,0
60579,0,0,0,1,0,0,0,0
302382,0,0,0,0,0,0,0,1
203185,1,0,0,0,1,0,0,0
196149,0,0,0,0,0,1,1,0
117324,1,0,0,0,1,0,0,0
74533,0,1,0,0,0,0,0,1
62686,0,0,0,0,1,1,1,0
1625856,1,0,0,0,0,1,1,0
1332128,0,1,0,0,0,0,0,0
140381,0,0,0,0,0,0,1,0
760166,0,0,0,0,0,1,1,0
86137,0,0,0,0,1,0,0,0
1742078,0,1,1,0,0,0,1,0
51650,0,0,1,1,0,0,0,0
209074,1,0,1,0,0,0,0,1
72136,0,0,0,0,1,0,0,0
1674727,1,0,1,0,0,0,0,0
41473,0,0,0,0,0,1,1,1
2174217,0,0,0,0,0,0,0,0
1560955,0,0,0,0,1,0,0,0
60263,0,0,0,1,0,0,1,0
256380,0,0,0,1,0,1,1,1
1604605,0,0,1,0,0,0,0,1
427969,0,1,0,0,1,1,1,0
57560,1,0,0,0,0,0,0,0
1042896,1,0,0,1,1,0,0,0
1440177,0,0,0,0,0,1,1,1
93917,0,0,0,0,0,0,0,1
831299,0,0,0,0,0,0,1,1
108592,1,1,0,0,0,0,0,0
827517,0,0,0,0,0,0,1,0
74430,0,0,0,0,1,0,0,0
112068,1,0,0,0,0,0,1,0
1482989,0,1,0,0,0,0,1,0
98168,1,1,0,0,0,0,1,0
1376460,1,0,0,1,0,0,0,0
1482393,1,0,1,0,0,0,0,1
1213856,0,0,0,0,1,1,1,0
1485742,0,0,0,0,0,0,1,0
936501,1,0,0,0,1,0,0,0
189981,1,0,0,0,1,0,0,1
448134,1,0,0,1,1,0,0,0
1942884,0,1,0,0,0,0,0,0
1305549,1,1,0,0,0,1,1,0
268677,0,0,1,0,0,0,0,0
1398428,0,0,0,0,1,0,0,0
1436481,1,0,0,0,0,0,1,1
71359,0,0,0,0,0,1,1,0
68156,0,1,1,0,0,0,1,1
31055,0,0,0,0,1,0,0,1
76495,0,0,1,0,1,0,0,1
262571,1,0,0,0,1,1,0,1
43613,0,0,0,0,0,0,0,1
253378,0,0,0,0,0,1,1,1
1326238,0,0,0,1,1,1,1,0
2122395,0,1,0,0,0,0,1,0
2109124,0,1,0,0,0,0,0,0
60124,1,0,0,0,0,0,0,0
1135085,0,0,1,0,1,0,0,0
310298,0,0,0,0,1,0,1,0
1187041,0,0,0,0,0,1,0,1
451021,0,1,0,0,0,0,0,1
119008,0,1,0,0,1,0,1,0
66378,0,0,0,0,0,0,0,1
69772,0,0,0,0,1,0,1,0
58480,0,0,0,0,1,0,0,1
425197,0,1,1,0,0,0,0,1
228085,0,1,0,0,0,0,0,1
2080325,0,0,0,0,1,0,1,0
816435,0,0,0,0,0,0,0,1
1185427,1,0,0,0,0,0,0,0
215664,0,0,1,1,0,0,0,1
1235552,0,0,0,1,0,1,1,0
473609,1,0,0,0,0,0,0,1
306456,0,0,0,0,1,0,1,1
33224,0,0,0,0,0,1,0,1
1630564,1,0,0,0,1,0,0,0
1178839,0,1,0,0,0,0,0,0
239206,0,0,1,0,0,0,0,1
39220,0,0,0,0,1,0,1,0
780552,0,0,0,0,0,0,0,1
120484,0,0,0,0,0,0,0,1
175694,1,0,0,0,0,0,0,0
45756,0,0,1,0,0,0,0,1
113243,1,0,0,0,1,0,1,1
30631,0,0,0,0,0,0,0,1
116356,0,0,1,1,1,0,0,1
493146,0,1,0,0,0,0,0,0
175529,0,0,0,0,0,1,0,1
1326839,0,1,0,0,0,0,0,0
83579,0,0,0,0,1,0,1,0
24554,1,0,0,0,1,1,0,0
1621819,0,1,0,0,0,0,0,1
2011024,0,0,1,0,0,0,1,0
50817,0,0,0,0,0,1,0,1
113621,0,0,0,0,0,1,1,0
1344626,0,0,0,0,0,0,0,1
770739,1,0,0,1,1,0,0,1
94911,0,0,0,0,0,0,0,0
1407049,1,0,0,1,1,0,0,0
790662,0,0,0,0,1,0,0,0
1439562,0,1,0,0,0,0,0,0
441613,0,1,0,0,0,0,0,0
1810858,1,0,0,0,1,0,0,0
96328,0,1,0,0,0,0,0,0
174360,0,0,0,0,1,0,0,1
108045,0,0,0,0,1,0,0,0
183306,0,1,0,0,0,0,1,0
117315,0,0,0,0,0,0,1,0
52233,0,1,0,0,0,0,0,1
477483,0,0,1,0,1,0,0,0
1565032,0,0,0,0,0,0,1,0
1605803,1,1,0,0,0,0,1,0
58159,0,0,0,0,1,1,0,1
109195,1,0,0,0,1,0,0,0
1493298,0,0,0,0,0,0,0,0
64571,1,1,0,0,0,0,1,0
37024,0,0,0,0,1,0,1,0
57975,0,1,0,0,0,0,0,1
1705120,0,0,0,0,0,1,1,0
809951,0,0,0,0,0,0,1,1
82909,0,1,0,0,0,1,0,1
472186,0,0,0,0,1,0,0,0
491775,0,0,0,0,0,1,1,0
119227,0,0,0,1,1,0,0,0
47479,0,0,0,0,1,0,1,0
965443,0,0,0,0,1,0,0,0
43581,0,0,1,0,0,0,0,1
1332119,1,0,0,0,0,0,0,1
111469,0,1,0,0,0,0,0,0
1114706,0,0,0,0,1,0,1,0
114704,0,0,0,0,1,0,1,0
438315,0,0,0,0,0,1,1,0
28816,0,0,0,0,0,1,0,1
286864,0,0,0,0,0,1,0,1
289080,0,1,0,0,0,0,1,0
1082881,1,0,0,0,0,1,1,0
1124217,0,1,0,0,0,0,0,0
1305678,0,0,1,0,0,0,0,0
102900,0,0,0,0,1,0,1,0
109916,1,0,0,1,0,0,0,0
111698,0,0,1,1,0,0,0,0
338294,1,0,0,0,1,0,1,1
983213,0,0,1,0,0,1,1,0
112480,0,0,1,0,0,1,0,1
308131,0,0,0,0,1,0,0,0
1726669,0,0,0,0,1,0,1,0
33974,0,0,1,0,0,0,0,1
363764,0,0,0,0,0,0,0,1
43288,1,0,0,0,0,1,1,0
98375,0,0,0,1,1,0,1,0
32851,1,1,0,0,0,1,1,0
2009413,0,0,0,0,0,1,0,1
38747,1,1,0,0,0,1,0,1
37217,0,0,0,1,1,1,0,0
452009,0,1,0,0,0,0,0,0
468975,1,0,0,1,0,0,0,1
329354,0,0,0,0,0,1,0,1
62446,0,0,0,0,1,0,0,0
476755,0,0,0,0,1,0,0,1
112541,0,0,0,0,0,0,0,1
54469,0,0,0,0,0,1,1,1
1627040,0,0,0,0,0,0,0,0
1153706,1,1,0,0,0,0,0,1
111333,0,1,1,1,0,1,0,1
100665,0,0,0,1,1,0,0,0
81554,0,0,0,0,0,1,1,1
60887,0,0,0,0,1,0,0,0
344959,0,0,1,0,0,0,0,0
1547090,0,0,0,0,0,1,0,1
68152,0,0,0,0,1,0,1,1
141709,0,0,0,1,0,0,1,0
110251,0,0,1,0,0,0,1,1
1314269,0,0,0,0,0,0,1,0
72637,0,0,0,0,0,0,1,1
462517,0,0,0,0,1,0,0,0
35854,0,0,0,0,1,0,1,0
1043496,0,1,0,0,0,0,1,0
104027,0,0,0,0,1,0,1,0
959858,0,1,0,0,0,0,0,0
494199,0,0,0,0,1,0,0,0
416133,0,0,0,0,0,0,0,0
360268,0,0,1,0,1,0,0,0
56049,0,0,0,0,0,0,1,0
486051,0,0,0,0,1,0,1,0
819791,0,1,0,0,0,0,0,0
115745,0,0,0,0,0,0,0,0
265633,0,1,0,0,1,0,0,0
1535566,0,0,0,0,1,0,1,0
28376,0,0,1,0,0,0,0,1
165671,0,0,0,0,0,0,0,0
259685,1,0,0,1,1,0,0,1
78250,1,0,0,0,0,0,1,0
322549,1,0,0,0,1,0,0,0
808894,0,0,0,0,1,0,0,0
200280,0,0,0,1,0,0,0,1
46020,0,0,0,0,0,0,0,1
72308,1,0,0,0,1,0,1,0
2106659,0,0,0,0,0,1,0,1
1773578,0,0,0,0,0,0,1,1
344204,0,0,1,0,0,0,0,0
250948,0,0,1,1,0,0,0,0
106246,1,1,0,0,1,0,1,0
27752,0,0,0,0,0,0,1,0
51899,1,0,0,0,0,1,1,0
1244668,0,0,0,0,0,0,1,1
53976,0,0,0,0,1,0,1,0
31619,1,1,0,0,0,1,1,0
173256,0,0,0,0,0,0,0,1
350142,0,1,0,0,0,0,1,0
445161,0,0,0,1,1,0,1,0
90940,0,0,0,0,0,0,1,0
61858,1,0,0,0,1,0,0,1
74934,0,1,0,0,0,0,0,1
492880,0,0,0,0,1,0,1,0
95179,0,0,0,0,1,0,0,0
109053,1,0,0,0,1,0,1,0
416654,1,1,1,0,0,0,1,0
253828,0,1,0,0,0,0,0,1
215785,1,0,0,1,1,0,1,0
289635,0,0,0,0,1,1,1,0
1281846,1,0,0,0,0,0,0,1
382028,0,0,0,0,0,0,0,1
1888538,0,1,0,0,0,0,0,0
807944,1,0,0,0,0,1,1,0
762089,0,0,0,0,1,0,1,0
49083,1,1,0,0,0,0,1,0
955841,0,1,0,0,0,0,0,0
16545,0,0,0,0,0,0,1,0
84184,1,0,0,0,1,0,1,1
114781,1,0,0,0,1,0,0,0
1722513,1,0,0,0,0,0,0,1
487469,0,0,0,0,0,0,1,1
63671,0,0,0,0,1,0,0,0
120646,0,0,0,0,1,0,1,0
223784,1,0,0,0,1,0,1,0
451221,0,0,0,0,0,1,1,0
1387528,0,1,0,0,0,0,0,0
263746,1,0,0,1,1,0,0,0
268346,0,0,0,0,0,0,1,1
67076,0,0,0,0,1,1,1,0
2502568,0,0,0,0,0,1,1,1
70556,0,0,0,0,1,0,1,0
970179,1,0,1,1,1,1,1,0
861689,0,0,0,1,1,0,1,0
1461387,0,0,0,0,0,1,0,1
118929,0,0,0,1,1,0,0,0
1754892,0,0,1,0,0,0,1,0
242587,0,0,0,0,1,0,1,0
115638,1,1,0,0,0,1,0,1
1032871,0,0,1,0,0,0,0,0
318202,0,1,1,0,0,0,0,0
111503,1,0,0,0,1,0,0,1
5544507,0,0,0,0,0,0,1,0
399807,0,1,0,0,0,0,0,0
3091122,0,0,1,0,0,0,0,0
91165,0,0,0,0,0,0,0,1
84469,1,0,0,0,0,1,0,0
282171,0,0,0,0,0,0,0,1
246934,0,0,0,0,0,0,0,1
1980238,0,1,0,0,1,0,0,0
1695763,0,0,0,0,0,1,1,1
54756,1,1,0,0,0,0,1,0
1043838,1,1,0,0,1,0,1,0
81070,1,0,0,0,1,0,1,0
91642,0,0,0,0,0,1,1,1
388482,1,0,0,0,1,0,0,0
1468700,1,0,0,0,0,0,1,0
391364,1,0,0,0,0,0,0,1
37055,0,0,0,0,1,0,1,0
101518,0,0,0,0,1,0,0,1
79766,0,1,0,0,0,0,1,0
436724,0,1,0,0,0,0,0,0
378816,0,0,0,0,1,0,1,0
956138,0,0,0,0,0,1,1,1
75088,0,0,0,0,1,0,1,0
115309,1,0,0,0,1,0,1,0
250463,1,0,0,0,0,0,1,0
43278,0,1,0,0,0,1,1,1
372237,0,0,0,0,0,1,0,1
100356,0,0,1,1,0,0,0,0
985694,1,0,0,0,1,0,0,1
1212444,1,0,0,0,0,0,1,0
54949,0,0,0,0,0,0,1,1
1186656,1,0,0,0,0,1,1,0
323633,0,0,0,0,0,1,1,1
379185,0,0,0,0,1,0,1,0
24703,0,0,0,1,0,0,0,0
901487,1,0,0,0,0,0,0,1
19655,0,0,0,0,0,0,1,0
166804,0,0,1,1,0,0,0,1
1100898,1,1,0,0,0,0,1,0
120634,0,0,0,0,1,1,1,0
35443,0,0,0,0,1,0,1,0
35861,1,1,1,0,0,0,0,1
64765,1,1,0,0,0,0,0,0
142743,0,0,0,0,0,0,0,0
46719,1,0,0,0,0,0,0,0
192162,0,0,0,1,1,0,0,0
52528,0,0,0,0,1,0,1,0
170459,1,0,0,0,1,0,0,0
1172995,0,1,0,0,0,0,0,0
477785,0,1,1,0,0,0,0,0
464129,0,0,0,0,0,0,1,0
36011,0,0,1,0,0,0,0,1
39127,0,0,0,0,1,0,0,0
2153873,0,0,0,0,0,0,0,0
1229238,1,0,0,0,1,0,0,0
1043869,0,0,0,0,0,1,1,0
409860,1,0,0,1,0,0,0,1
101358,0,0,0,0,0,0,0,1
1792030,0,1,0,0,0,0,0,1
1292644,0,0,0,0,1,1,1,0
273608,0,1,0,0,0,0,0,0
1041829,0,0,0,0,0,1,1,1
97531,0,0,0,1,0,0,0,1
90735,1,0,0,1,1,0,0,0
367027,0,0,0,0,0,1,1,1
64300,1,0,0,0,0,0,0,0
1290419,0,0,0,0,0,0,1,0
82335,0,0,1,0,0,0,0,0
376127,1,0,0,0,1,0,1,0
47244,0,0,0,1,1,0,0,0
68605,1,0,0,0,0,0,1,0
69291,0,0,1,0,0,0,0,1
896869,0,1,0,0,0,0,0,0
45551,1,0,0,0,0,0,0,0
33020,1,0,0,0,0,0,0,0
484039,0,0,0,0,0,1,1,0
829098,0,1,0,0,0,0,1,0
1122614,0,1,0,0,0,0,0,0
419967,0,0,0,0,0,0,1,0
62151,1,0,0,0,0,0,0,0
83268,0,0,0,0,0,0,0,1
808232,0,0,0,0,0,0,1,1
409182,1,0,0,0,1,0,1,0
1339043,0,1,0,0,0,0,0,0
2075356,0,0,0,1,0,0,0,0
1978554,0,0,0,0,1,0,0,1
89960,0,0,0,0,0,1,1,0
42976,0,0,0,0,1,0,1,0
1552187,0,1,1,0,0,0,0,1
404940,0,0,0,0,0,1,0,1
1480889,0,0,0,0,0,0,0,0
145597,0,1,0,0,0,0,0,0
15400,1,0,1,1,0,1,1,0
402912,0,0,0,0,0,0,1,1
477419,0,0,0,0,0,0,1,1
92746,1,0,0,1,0,0,0,1
760329,1,0,1,1,0,0,0,0
805185,0,0,0,0,1,0,0,0
907853,0,0,0,0,0,0,0,1
6689,0,0,1,0,0,0,0,1
54326,0,0,0,0,0,0,1,0
315232,0,0,0,0,0,0,1,0
1789083,0,1,0,0,0,0,0,0
89265,0,0,0,1,0,1,0,1
66419,0,0,0,0,1,0,1,0
379593,0,1,0,0,0,0,0,1
76839,0,0,0,0,0,0,0,1
463873,1,0,1,0,0,0,0,1
101244,0,0,0,0,1,1,0,0
52133,0,0,0,0,1,0,1,0
1466058,0,0,0,0,0,0,1,0
78269,0,0,0,0,1,0,1,0
2005341,0,1,0,0,0,0,1,0
1927077,0,0,0,0,0,1,0,1
53403,0,0,0,0,0,0,0,1
40298,0,0,1,0,0,0,0,1
220652,0,0,0,0,0,0,0,1
1933522,0,1,0,1,0,0,0,0
69017,0,0,0,0,1,0,0,0
760177,0,0,0,0,0,1,1,0
112763,1,0,0,1,1,0,0,0
378405,0,0,0,0,0,0,0,1
44140,0,0,0,0,0,0,0,1
48607,0,0,0,0,1,1,1,0
88318,0,0,0,0,0,0,1,0
98213,0,1,0,0,0,0,0,0
1130989,0,1,0,0,0,0,1,1
496411,0,0,1,0,0,0,0,1
2524302,0,0,0,0,1,0,1,0
783599,0,1,0,0,0,0,0,0
1530970,1,1,0,0,0,0,0,0
117452,0,0,0,0,1,0,0,0
138561,0,0,0,0,0,0,0,0
119709,1,0,0,0,1,0,0,0
869977,0,0,0,0,0,1,1,0
81793,0,0,0,0,1,0,1,0
44142,0,0,0,0,0,0,0,1
342213,0,1,0,0,0,0,0,0
478897,0,1,0,0,0,0,0,0
277370,1,0,0,1,1,0,1,0
91306,0,0,0,0,1,1,0,1
395140,0,0,0,0,0,1,1,1
211933,0,0,0,0,1,0,0,0
120777,0,0,0,0,0,0,1,1
984969,0,0,0,0,0,1,1,0
1037163,0,1,0,0,0,0,1,0
61653,1,0,0,0,0,0,1,1
109057,1,0,1,1,1,0,0,0
73760,0,0,1,1,0,0,0,1
1595858,0,1,0,0,0,0,0,0
316016,0,1,0,0,0,0,0,0
23322,0,0,0,0,0,0,0,1
100201,0,0,0,1,0,1,0,1
1554422,0,0,1,0,1,0,0,0
29995,0,0,0,0,0,0,1,0
27978,0,0,0,0,0,0,0,1
1142977,0,0,1,1,1,0,0,1
92784,0,0,0,0,0,0,0,1
476583,0,0,1,0,0,0,0,0
469233,0,0,0,0,0,1,1,1
474476,0,0,0,0,0,0,0,1
85936,0,0,1,1,0,0,0,1
906014,0,1,0,0,0,0,1,1
45357,0,0,0,0,0,0,0,1
65735,0,0,0,0,1,0,1,0
13496,0,0,0,1,0,1,1,0
66063,0,0,0,0,0,0,0,1
1673423,1,0,1,1,1,0,0,1
1375670,0,0,0,0,0,0,0,1
1206283,1,0,0,0,1,0,1,0
770798,0,0,1,1,0,0,0,1
46790,0,0,0,0,1,0,1,0
1488574,0,0,1,0,0,0,0,1
116979,1,0,0,0,0,0,1,0
1070367,0,1,0,0,0,0,0,0
1340418,0,0,1,0,0,0,1,0
391564,0,1,0,0,0,0,0,0
133643,0,0,0,0,0,0,1,1
132379,0,0,0,0,1,0,0,1
27648,0,0,0,0,0,1,0,1
